PNODE_ID,PNODE_TYPE,DESCRIPTION,COMMENTS,EFF_START_DT,EFF_END_DT,EFF_START_DT_GMT,EFF_END_DT_GMT,CB_NODE_FLAG,MAX_CB_MW,MAX_CB_MW_EFF_START_DT,MAX_CB_MW_EFF_END_DT,MAX_CB_MW_EFF_START_DT_GMT,MAX_CB_MW_EFF_END_DT_GMT
WES_INA_LNODEDIST1,,WES_INA_LNODEDIST1,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
WES_INA_LNODEDIST4,,WES_INA_LNODEDIST4,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
SHELTON_LNODEPATT,,SHELTON_LNODEPATT,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
IRVNGTN_LNODE442L,,IRVNGTN_LNODE442L,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
IRVNGTN_LNODE452L,,IRVNGTN_LNODE452L,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
IRVNGTN_LNODE461L,,IRVNGTN_LNODE461L,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
FR4_1_ROCKGRDN_G01GNODE,,FR4_1_ROCKGRDN_G01GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
OSO_3_OSO35_5LAGNODE,,OSO_3_OSO35_5LAGNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
GRIFFITH_TP_LNODEF69L,,GRIFFITH_TP_LNODEF69L,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
SNYDER_TEP_LNODEDIST3,,SNYDER_TEP_LNODEDIST3,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
IRVNGTN_LNODE471L,,IRVNGTN_LNODE471L,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
FH_7_FT_HUA_SOL_P1GNODE,,FH_7_FT_HUA_SOL_P1GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CELILO_LNODENCL,,CELILO_LNODENCL,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HILLTOP_TEP_LNODEDIST1,,HILLTOP_TEP_LNODEDIST1,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
RGS_1_ROCKGRDN_G02GNODE,,RGS_1_ROCKGRDN_G02GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CAPTJACK_5_N507,,CAPTJACK_5_N507,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CAPTJACK_5_N502,,CAPTJACK_5_N502,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CAPTJACK_5_N016,,CAPTJACK_5_N016,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
TRAILBRG_1_G01GNODE,,TRAILBRG_1_G01GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
TROY_1_G01GNODE,,TROY_1_G01GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
WHITECRK_1_Z2GNODE,,WHITECRK_1_Z2GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DWORSHAK_5_G02GNODE,,DWORSHAK_5_G02GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
FIBRE89_1_G04GNODE,,FIBRE89_1_G04GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
G_COULEE_2_G11GNODE,,G_COULEE_2_G11GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
PHALGLCH_2_Z1GNODE,,PHALGLCH_2_Z1GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
WHEATFLD_2_Z1GNODE,,WHEATFLD_2_Z1GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ASHE_BP_LNODEUX2,,ASHE_BP_LNODEUX2,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CASIN_BP_LNODEFMR,,CASIN_BP_LNODEFMR,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
BONNVILL_2_G05GNODE,,BONNVILL_2_G05GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CHIEF_JO_2_G15GNODE,,CHIEF_JO_2_G15GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
EECLO_BP_LNODE2KV,,EECLO_BP_LNODE2KV,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ELMA_BP_LNODEAST,,ELMA_BP_LNODEAST,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
G_COULEE_2_PG10GNODE,,G_COULEE_2_PG10GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
FLORE_BP_LNODEXF1,,FLORE_BP_LNODEXF1,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
FORGR_BP_LNODEOR2,,FORGR_BP_LNODEOR2,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
LSTCR_PH_1_G01GNODE,,LSTCR_PH_1_G01GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
NINEMILE_1_G04GNODE,,NINEMILE_1_G04GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
TDALESPH_2_G06GNODE,,TDALESPH_2_G06GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
TNML_LNODE017A,,TNML_LNODE017A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ETGT_LNODE018A,,ETGT_LNODE018A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CAPSTRNO_1_N051,,CAPSTRNO_1_N051,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
DW_LNODEFDR4A,,DW_LNODEFDR4A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
TFSN_LNODE019A,,TFSN_LNODE019A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HULN_LNODE012A,,HULN_LNODE012A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
SANJOQN_7_N001,,SANJOQN_7_N001,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
COLRIVER_2_NDM2,,COLRIVER_2_NDM2,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
TNML_LNODE018A,,TNML_LNODE018A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
SUNCAT_7_CN2,,SUNCAT_7_CN2,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
HULN_LNODE011A,,HULN_LNODE011A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
PERENIAL_2_STGNODE,,PERENIAL_2_STGNODE,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HSDL_LNODE011A,,HSDL_LNODE011A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DANIELS_LNODELD1,,DANIELS_LNODELD1,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CATR_LNODE011A,,CATR_LNODE011A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CCR_GNODECCS,,CCR_GNODECCS,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DTRC_LNODE011A,,DTRC_LNODE011A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
COLRIVER_2_NDM1,,COLRIVER_2_NDM1,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HOOPES_LNODELDT1,,HOOPES_LNODELDT1,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
GARY_LNODE016A,,GARY_LNODE016A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
BGD_GNODEBAG,,BGD_GNODEBAG,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
MRLD_LNODE042A,,MRLD_LNODE042A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
GCP_3_7_MCT-U15GNODE,,GCP_3_7_MCT-U15GNODE,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HWY_730_LNODEL2OLSON,,HWY_730_LNODEL2OLSON,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CAPSTRNO_1_N011,,CAPSTRNO_1_N011,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
PEASE_1_N009,,PEASE_1_N009,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
ETGT_LNODE012A,,ETGT_LNODE012A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DOVE_LNODERUM,,DOVE_LNODERUM,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
SUNGEN3G_7_N005,,SUNGEN3G_7_N005,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HSDL_LNODE013A,,HSDL_LNODE013A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ETGT_LNODE015A,,ETGT_LNODE015A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
GB_GNODEGBS1,,GB_GNODEGBS1,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
TFSN_LNODE020A,,TFSN_LNODE020A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
COLRIVER_2_B2,,COLRIVER_2_B2,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DOVE_LNODE101,,DOVE_LNODE101,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DTRC_LNODE012A,,DTRC_LNODE012A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HWY_730_LNODEL4OLSON,,HWY_730_LNODEL4OLSON,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HSDL_LNODE012A,,HSDL_LNODE012A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DUNNIGAN_6_NLD2,,DUNNIGAN_6_NLD2,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
SRG_GNODEPCT,,SRG_GNODEPCT,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CTL_GNODEHYD,,CTL_GNODEHYD,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HULN_LNODE013A,,HULN_LNODE013A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CNDR_LNODE011A,,CNDR_LNODE011A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
SUNGEN4G_7_N003,,SUNGEN4G_7_N003,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CCR_GNODEPAL,,CCR_GNODEPAL,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
PERENIAL_2_CTGNODE,,PERENIAL_2_CTGNODE,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CIG_LNODEXFMR3EL,,CIG_LNODEXFMR3EL,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
POLN_LNODE011A,,POLN_LNODE011A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
STAR_LNODE013A,,STAR_LNODE013A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
SRG_GNODEPAS,,SRG_GNODEPAS,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
POLN_LNODE012A,,POLN_LNODE012A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CAPSTRNO_1_N063,,CAPSTRNO_1_N063,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
LAVA_LNODE011A,,LAVA_LNODE011A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DIABLO_2_GEN31GNODE,,DIABLO_2_GEN31GNODE,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
JIMBRIDG_7_THERMAL3GNODE,,JIMBRIDG_7_THERMAL3GNODE,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CATR_LNODE012A,,CATR_LNODE012A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
LAVA_LNODE012A,,LAVA_LNODE012A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
JIMBRIDG_7_THERMAL1GNODE,,JIMBRIDG_7_THERMAL1GNODE,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
PUEBLOPG_1_N014,,PUEBLOPG_1_N014,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
STAR_LNODE014A,,STAR_LNODE014A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
STAR_LNODE012A,,STAR_LNODE012A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
POLN_LNODE013A,,POLN_LNODE013A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CNDR_LNODE012A,,CNDR_LNODE012A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
JIMBRIDE_LNODET3875,,JIMBRIDE_LNODET3875,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
PEASE_1_N001,,PEASE_1_N001,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
DODGEFLT_3_BESS_UNITGNODE,,DODGEFLT_3_BESS_UNITGNODE,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
TNML_LNODE015A,,TNML_LNODE015A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
IDAHOME_LNODEOME,,IDAHOME_LNODEOME,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
LARSON_LNODEBK2,,LARSON_LNODEBK2,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
WY_LNODEFDR1A,,WY_LNODEFDR1A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
POLN_LNODE014A,,POLN_LNODE014A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
ROACE_2_GCE-U01GNODE,,ROACE_2_GCE-U01GNODE,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
STAR_LNODE011A,,STAR_LNODE011A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
TFSN_LNODE017A,,TFSN_LNODE017A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
SUNGEN3G_7_N002,,SUNGEN3G_7_N002,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
GARY_LNODE015A,,GARY_LNODE015A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
JIMBRIDG_7_THERMAL2GNODE,,JIMBRIDG_7_THERMAL2GNODE,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
CTL_GNODEHY2,,CTL_GNODEHY2,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
MRLD_LNODE043A,,MRLD_LNODE043A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
MDRS_LNODE013A,,MDRS_LNODE013A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
GP_GNODEGSP,,GP_GNODEGSP,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
KETTNER_6_N001,,KETTNER_6_N001,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
TFSN_LNODE016A,,TFSN_LNODE016A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
PUEBLOPG_1_NLD3,,PUEBLOPG_1_NLD3,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,Y,,,,,
CENTPD_7_NSR2,,CENTPD_7_NSR2,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
SUNGEN5G_7_N002,,SUNGEN5G_7_N002,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
BQ_GNODEBDG,,BQ_GNODEBDG,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
MRLD_LNODE041A,,MRLD_LNODE041A,,2022-06-15T00:00:00,2030-12-31T23:59:59,2022-06-15T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
DAYTON_LNODETON,,DAYTON_LNODETON,,2022-06-25T00:00:00,2030-12-31T23:59:59,2022-06-25T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
COLUMBRL_1_G01GNODE,,COLUMBRL_1_G01GNODE,,2022-06-25T00:00:00,2030-12-31T23:59:59,2022-06-25T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
HGHLD_BP_LNODEUD3,,HGHLD_BP_LNODEUD3,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
INTAL_BP_LNODEFD2,,INTAL_BP_LNODEFD2,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
LEWSC_BP_LNODELD1,,LEWSC_BP_LNODELD1,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
MAYVI_BP_LNODEIEW,,MAYVI_BP_LNODEIEW,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
G_COULEE_2_G16GNODE,,G_COULEE_2_G16GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
G_COULEE_2_PG9GNODE,,G_COULEE_2_PG9GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
JOHN_DAY_5_G13GNODE,,JOHN_DAY_5_G13GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
BELL_BPA_LNODESS6,,BELL_BPA_LNODESS6,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
JOHN_DAY_5_G12GNODE,,JOHN_DAY_5_G12GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
RANDL_BP_LNODEMR2,,RANDL_BP_LNODEMR2,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
RILEY_BP_LNODELEY,,RILEY_BP_LNODELEY,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
BLACK_BP_LNODEFMR,,BLACK_BP_LNODEFMR,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
LOW_MON_5_G05GNODE,,LOW_MON_5_G05GNODE,,2022-05-03T00:00:00,2030-12-31T23:59:59,2022-05-03T07:00:00-00:00,2031-01-01T07:59:59-00:00,N,,,,,
